Date," Azerbaijan","Afghanistan","Albania","Algeria","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Congo (Brazzaville)","Congo (Kinshasa)","Costa Rica","Cote d'Ivoire","Croatia","Cruise Ship","Cuba","Curacao","Cyprus","Czech Republic","Czechia","Denmark","Diamond Princess","Djibouti","Dominica","Dominican Republic","East Timor","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Eswatini","Ethiopia","Faroe Islands","Fiji","Finland","France","French Guiana","Gabon","Gambia","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guam","Guatemala","Guernsey","Guinea","Guinea-Bissau","Guyana","Haiti","Holy See","Honduras","Hong Kong","Hong Kong SAR","Hungary","Iceland","India","Indonesia","Iran","Iran (Islamic Republic of)","Iraq","Ireland","Israel","Italy","Ivory Coast","Jamaica","Japan","Jersey","Jordan","Kazakhstan","Kenya","Korea, South","Kosovo","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","MS Zaandam","Macao SAR","Macau","Madagascar","Mainland China","Malawi","Malaysia","Maldives","Mali","Malta","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","North Ireland","North Macedonia","Norway","Oman","Others","Pakistan","Palestine","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Republic of Ireland","Republic of Korea","Republic of Moldova","Republic of the Congo","Reunion","Romania","Russia","Russian Federation","Rwanda","Saint Barthelemy","Saint Kitts and Nevis","Saint Lucia","Saint Martin","Saint Vincent and the Grenadines","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","South Korea","South Sudan","Spain","Sri Lanka","St. Martin","Sudan","Suriname","Sweden","Switzerland","Syria","Taipei and environs","Taiwan","Taiwan*","Tanzania","Thailand","The Bahamas","The Gambia","Timor-Leste","Togo","Trinidad and Tobago","Tunisia","Turkey","UK","US","Uganda","Ukraine","United Arab Emirates","United Kingdom","Uruguay","Uzbekistan","Vatican City","Venezuela","Viet Nam","Vietnam","West Bank and Gaza","Western Sahara","Yemen","Zambia","Zimbabwe","occupied Palestinian territory",
03-10-2020,0,5,10,20,1,0,0,17,1,0,107,182,11,0,0,110,3,0,9,267,0,0,1,0,5,0,31,1,4,1,0,0,0,2,2,79,0,0,0,0,1,13,0,3,0,0,9,0,14,0,0,0,3,41,0,262,0,0,0,5,0,15,59,0,0,0,12,0,0,2,0,40,1784,5,0,0,0,15,1457,0,1,89,0,0,0,0,0,0,0,0,0,0,1,0,0,120,9,69,56,27,0,8042,71,34,58,10149,0,0,581,0,1,0,0,0,0,69,0,0,8,41,0,0,1,1,5,0,10,0,0,80757,0,129,6,0,5,2,0,0,0,7,0,1,1,0,3,0,0,1,382,5,0,0,2,0,7,400,18,696,16,0,1,0,1,11,33,22,41,0,24,0,7513,3,0,0,25,0,10,0,1,0,0,2,0,51,0,20,4,5,0,0,160,7,31,0,7,0,0,1695,1,0,0,0,355,491,0,47,0,0,0,53,0,0,0,1,0,5,0,382,959,0,1,74,0,0,0,0,0,31,0,0,0,0,0,0,25,
03-11-2020,0,7,12,20,1,0,0,19,1,0,128,246,11,0,0,195,3,0,9,314,0,0,1,2,7,0,38,11,7,2,0,0,0,3,2,108,0,0,0,0,0,23,80921,9,0,1,13,1,19,696,0,0,6,0,91,444,0,0,0,5,0,17,60,0,0,0,16,0,0,0,0,59,2284,5,0,0,0,24,1908,0,0,99,0,0,0,0,0,0,0,0,0,0,1,2,0,0,13,85,62,34,9000,0,71,43,109,12462,0,1,639,0,1,0,0,7755,0,72,0,0,10,61,0,0,1,3,7,0,0,0,0,0,0,149,8,0,6,3,0,0,0,8,3,1,1,0,5,0,0,1,503,5,0,0,2,0,7,598,18,0,19,0,8,0,5,11,49,31,59,0,262,0,0,0,0,1,45,20,0,0,0,0,0,0,0,62,0,21,4,12,0,0,178,10,57,0,13,0,0,2277,2,0,0,0,500,652,0,0,0,48,0,59,0,0,0,1,0,7,1,0,1281,0,1,74,459,0,0,0,0,0,38,0,0,0,0,0,0,
03-12-2020,0,7,23,24,1,0,0,19,4,0,128,302,11,0,0,195,3,0,12,314,0,0,1,2,11,0,52,11,7,2,0,0,0,3,2,117,0,0,0,0,0,23,80932,9,0,1,22,1,19,696,3,0,6,0,94,617,0,0,0,5,0,17,67,0,0,0,16,0,0,0,0,59,2284,5,0,0,0,24,2078,0,0,99,0,0,0,0,0,0,0,0,1,0,1,2,0,0,13,103,73,34,10075,0,71,43,131,12462,0,2,639,0,1,0,0,7869,0,80,0,0,10,61,0,0,1,3,19,0,0,0,0,0,0,149,8,0,6,3,0,0,0,12,3,2,1,0,6,0,0,1,503,5,0,0,2,0,7,702,18,0,20,0,11,0,5,15,52,49,59,0,262,0,0,0,0,1,49,28,0,0,0,0,0,0,0,69,0,45,4,19,0,0,178,16,89,0,17,0,0,2277,2,0,0,0,599,652,0,0,0,49,0,70,0,0,0,1,0,7,1,0,1663,0,1,85,459,0,0,0,0,0,39,0,0,0,0,0,0,
03-13-2020,0,7,33,26,1,0,1,31,8,2,200,504,15,0,0,189,3,0,27,559,0,0,1,3,13,0,151,37,23,2,0,0,0,5,2,193,0,1,0,0,0,43,80945,13,0,2,23,1,32,696,4,0,14,0,141,804,0,0,0,5,0,17,80,0,0,0,79,0,1,0,0,155,3667,5,0,0,0,25,3675,0,0,190,0,0,1,0,0,0,1,0,1,0,1,2,0,0,19,134,82,69,11364,0,101,90,161,17660,0,8,701,0,1,4,1,7979,0,80,0,0,17,77,0,0,1,6,34,0,0,0,0,0,0,197,9,0,12,3,0,0,0,12,6,2,1,0,7,0,0,1,804,5,0,0,2,0,14,996,19,0,28,0,27,0,6,28,64,68,112,0,320,0,0,0,0,5,89,45,0,0,0,0,0,0,0,80,0,86,10,35,0,0,200,32,141,0,24,0,0,5232,6,0,1,0,814,1139,0,0,0,50,0,75,0,0,0,1,0,16,5,0,2179,0,3,85,801,0,0,0,0,0,47,0,0,0,0,0,0,
03-14-2020,0,11,38,37,1,0,1,34,18,2,250,655,15,0,0,210,3,0,27,689,0,0,1,10,18,0,151,40,41,2,0,0,0,7,2,196,0,1,0,0,0,61,80977,22,0,2,26,1,38,696,4,1,26,0,189,836,0,0,0,11,0,28,109,0,0,0,115,1,1,0,0,225,4480,5,1,0,0,30,4585,3,0,228,0,0,1,0,1,1,1,0,1,0,1,2,0,0,30,156,102,96,12729,0,110,129,193,21157,0,8,773,2,1,6,1,8086,0,104,0,0,26,93,0,0,4,8,51,0,0,0,0,0,0,238,10,0,18,9,1,0,0,26,12,2,1,0,17,0,2,1,959,6,0,0,2,0,14,1090,19,0,31,0,36,0,6,38,111,103,169,0,337,0,0,0,0,6,123,59,0,1,0,0,1,0,1,80,0,103,10,46,2,0,212,44,181,0,38,0,0,6391,10,0,1,1,961,1359,0,0,0,53,0,82,0,0,0,1,2,18,5,0,2726,0,3,85,1143,4,0,0,2,0,53,0,0,0,0,0,0,
03-15-2020,0,16,42,48,1,0,1,45,26,2,297,860,23,0,0,214,5,0,27,886,0,0,1,10,24,0,162,50,51,3,0,0,0,7,2,250,0,1,1,0,0,74,81003,34,1,2,27,1,49,696,4,1,26,0,253,875,0,0,0,11,0,28,110,0,1,0,171,1,1,0,0,244,4513,0,1,0,0,33,5795,6,0,331,0,0,3,0,1,1,1,0,4,0,1,3,0,0,32,171,113,117,13938,0,116,129,251,24747,0,10,839,2,8,9,3,8162,2,112,0,0,30,110,0,0,4,12,59,0,0,0,0,0,0,428,13,0,21,9,1,0,0,41,23,2,1,0,28,0,2,1,1135,8,0,0,2,0,14,1221,22,0,53,0,43,0,6,43,140,119,245,0,401,0,0,0,0,7,131,63,0,1,0,0,2,0,1,101,0,103,24,48,2,0,226,54,219,0,51,0,0,7798,18,0,1,1,1022,2200,0,0,0,59,0,114,0,0,0,1,2,18,6,0,3499,0,3,98,1144,4,1,0,10,0,56,0,0,0,0,0,0,
03-16-2020,0,21,51,54,2,0,1,56,52,2,377,1018,15,0,0,214,8,0,36,1058,0,1,1,11,25,0,200,54,52,15,0,0,0,7,4,415,0,0,1,0,0,155,81033,54,1,2,35,1,57,696,4,0,33,0,298,932,0,0,0,11,0,37,150,0,1,0,205,1,5,0,0,277,6650,11,1,0,0,33,7272,6,0,331,1,0,6,3,2,1,1,0,4,0,1,6,0,0,39,180,119,134,14991,0,124,169,255,27980,0,10,825,2,17,10,3,8236,2,123,0,0,34,99,1,0,4,17,77,0,0,0,0,0,0,566,13,0,30,15,1,0,1,53,23,7,1,0,29,0,2,1,1414,8,0,0,2,0,18,1333,22,0,136,0,55,0,8,86,142,177,331,3,439,0,0,0,1,9,158,90,0,5,0,0,2,0,1,109,0,118,24,55,3,0,243,63,253,1,62,0,0,9942,28,0,1,1,1103,2200,0,0,0,67,1,147,1,0,0,1,4,20,18,0,4632,0,7,98,1551,8,6,0,17,0,61,0,0,0,0,0,0,
03-17-2020,0,22,55,60,39,0,1,68,78,3,452,1332,28,0,0,228,10,2,36,1243,0,1,1,11,26,0,321,56,67,15,0,0,0,33,10,478,0,0,1,0,0,201,81058,65,1,3,41,5,65,696,5,0,46,0,396,1024,0,0,0,21,0,58,196,0,1,0,225,1,5,0,0,321,7683,11,1,0,0,34,9257,7,0,387,1,0,18,3,6,0,1,0,7,0,1,8,0,0,50,220,142,172,16169,0,154,223,337,31506,0,12,878,0,34,33,3,8320,2,130,0,0,49,120,1,0,7,25,140,0,0,0,0,0,0,673,13,0,38,16,1,0,1,82,30,7,5,2,38,0,2,1,1708,12,0,0,3,0,26,1463,24,0,236,0,69,0,9,117,187,238,448,0,439,0,0,0,0,9,184,114,0,7,0,0,2,0,1,109,0,171,26,65,4,0,266,72,275,1,62,0,0,11748,44,0,1,1,1190,2700,0,0,0,77,1,177,1,1,0,1,5,24,47,0,6421,0,14,98,1960,29,10,0,33,0,66,0,0,0,0,0,0,
03-18-2020,0,22,59,74,39,0,1,79,84,4,568,1646,28,0,0,256,14,2,51,1486,0,2,1,12,38,0,372,68,92,20,0,0,0,35,10,657,0,0,1,0,0,238,81102,93,1,4,50,6,81,712,7,0,49,0,464,1115,0,1,0,21,0,111,196,0,4,0,258,1,6,0,0,336,9052,11,1,0,1,38,12327,7,0,418,1,0,27,0,6,0,1,0,7,0,1,9,0,0,58,250,156,227,17361,0,164,292,433,35713,0,13,889,0,52,35,3,8413,2,142,3,0,71,133,2,0,28,27,203,0,0,0,0,0,0,790,13,0,38,19,1,3,3,93,30,7,6,1,49,0,2,1,2056,20,0,0,8,0,35,1550,39,0,299,0,86,0,11,145,202,251,448,0,452,0,0,0,0,12,260,147,0,8,0,0,2,0,1,119,0,171,31,83,4,0,313,105,275,1,116,0,0,13910,51,0,2,1,1279,3028,0,0,0,100,3,212,1,0,0,1,7,29,98,0,7786,0,14,113,2642,50,15,0,36,0,75,0,0,0,2,0,0,
03-19-2020,0,22,64,87,53,0,1,97,115,4,681,2013,44,0,3,278,17,5,51,1795,0,2,1,12,63,0,621,75,94,33,0,0,0,37,13,800,0,0,1,1,0,238,81156,102,3,14,69,9,105,712,11,0,67,0,694,1225,0,1,0,34,0,199,256,1,6,0,267,1,6,0,1,400,10886,11,1,0,1,40,15320,11,0,418,0,0,33,0,9,0,1,0,7,0,1,12,0,0,73,330,194,311,18407,0,192,557,677,41035,0,15,924,0,69,44,7,8565,2,148,3,0,86,157,2,0,28,36,335,0,0,0,0,0,0,900,13,0,53,23,2,3,3,118,49,7,6,3,63,0,3,1,2465,28,1,0,8,0,48,1746,48,0,454,0,109,0,11,234,217,355,785,0,460,0,0,0,0,14,277,199,0,8,0,0,2,0,1,119,0,274,31,103,6,0,345,123,286,1,150,0,0,17963,60,0,2,1,1439,4075,0,0,0,108,6,272,0,0,0,1,9,39,192,0,13680,0,16,140,2716,79,23,0,42,0,85,0,0,0,2,0,0,
03-20-2020,0,24,70,90,75,1,1,128,136,0,791,2388,44,0,3,285,20,5,69,2257,0,2,2,15,89,0,793,78,127,40,0,0,1,51,20,943,0,0,3,1,0,434,81250,128,3,18,89,9,128,712,16,0,67,0,833,1337,0,1,0,72,0,367,285,1,6,0,283,1,9,0,1,450,12632,15,3,0,1,43,19848,16,0,495,0,0,45,0,12,0,1,0,7,2,1,24,0,0,85,409,244,369,19644,0,208,683,705,47021,0,16,963,0,85,49,7,8652,2,159,6,0,111,163,2,0,28,49,484,0,0,0,3,0,0,1030,13,0,64,32,2,12,6,164,66,11,6,14,77,0,3,1,3003,39,1,1,12,0,67,1914,48,0,501,0,137,1,13,234,230,425,1020,0,470,0,0,0,0,28,308,253,0,17,0,0,2,0,1,144,0,344,38,135,7,0,385,137,341,1,202,0,0,20410,73,0,2,4,1639,5294,0,0,0,135,6,322,0,0,0,9,9,54,359,0,19101,0,29,140,4014,94,33,0,42,0,91,0,0,0,2,1,0,
03-21-2020,0,24,76,139,88,2,1,158,160,0,1071,2814,53,0,4,305,25,6,76,2815,0,2,2,19,93,0,1021,83,163,64,0,0,3,53,27,1278,1,0,3,1,0,537,81305,196,3,23,117,14,206,712,21,0,84,0,995,1420,0,1,0,112,1,506,294,3,6,1,306,1,9,0,1,523,14308,18,4,0,1,49,22213,19,0,530,0,0,53,0,17,0,2,0,7,2,1,24,0,0,103,473,330,450,20610,0,214,785,883,53578,0,16,1007,0,85,53,7,8799,2,176,14,0,124,187,3,0,37,83,670,0,0,0,3,0,0,1183,13,0,73,32,2,14,7,203,80,11,10,14,96,0,3,1,3640,52,2,1,22,0,85,2118,52,0,730,0,200,1,18,318,307,536,1280,0,481,0,0,0,0,45,367,306,0,17,0,0,2,0,1,144,0,392,47,171,7,0,432,178,383,1,240,0,0,25374,77,0,2,4,1763,6575,0,0,0,153,6,411,0,0,0,16,49,60,670,0,25514,1,47,153,5067,110,43,0,70,0,94,0,0,0,2,3,0,
03-22-2020,0,40,89,201,113,2,1,266,194,0,1490,3580,65,4,0,334,27,14,76,3401,0,2,2,24,126,0,1546,88,187,75,0,0,3,84,40,1470,0,0,3,1,0,632,81397,231,3,30,134,14,254,712,35,0,95,0,1120,1514,0,1,1,202,0,789,327,3,6,1,326,4,11,0,2,626,16214,0,5,1,0,54,24873,23,0,624,0,1,0,0,19,0,2,0,18,2,1,26,0,0,131,568,396,514,21638,0,233,906,1071,59138,0,19,1086,0,112,59,15,8897,0,188,14,0,139,248,3,0,37,129,798,0,0,0,3,0,0,1306,13,0,90,0,2,28,0,251,94,23,10,21,115,1,3,1,4217,102,2,2,30,0,115,2263,55,0,776,0,313,1,22,363,380,634,1600,0,494,0,0,0,0,0,433,367,0,19,0,0,2,0,1,175,0,511,67,222,7,0,455,185,414,1,274,0,0,28603,82,0,2,5,1931,7474,1,0,0,169,12,599,0,0,1,16,50,75,1236,0,33848,1,73,153,5741,135,43,0,70,0,113,0,0,0,3,3,0,
03-23-2020,0,40,104,230,133,3,3,266,235,0,1682,4474,72,4,0,377,33,17,81,3743,1,5,2,27,132,0,1924,91,201,99,0,0,3,87,56,2088,0,0,3,1,0,746,81496,277,4,36,158,25,315,712,40,0,116,0,1236,1572,0,3,2,245,0,981,366,3,9,1,352,4,11,0,3,700,20123,0,5,2,0,61,29056,27,0,695,0,1,0,0,20,0,4,0,20,6,1,27,0,0,167,588,499,579,23049,0,266,1125,1442,63927,0,19,1128,0,127,62,16,8961,0,189,16,0,180,267,3,0,51,179,875,0,0,0,12,0,0,1518,13,0,107,0,2,36,0,316,109,23,10,27,143,1,4,2,4764,102,2,3,40,0,136,2621,66,0,875,0,313,1,22,395,462,749,2060,0,501,0,0,0,0,0,576,438,0,36,0,0,3,0,1,187,0,562,79,249,7,0,509,186,442,1,402,0,0,35136,97,0,2,5,2046,8795,1,0,0,195,12,721,0,0,1,18,51,89,1529,0,43667,9,73,198,6726,158,46,0,77,0,123,0,0,0,3,3,0,
03-24-2020,0,74,123,264,164,3,3,387,249,0,2044,5283,87,5,0,392,39,18,81,4269,1,6,2,29,166,0,2247,104,218,114,0,0,3,91,66,2790,0,0,3,3,0,922,81591,378,4,45,177,73,382,0,48,0,124,0,1394,1718,0,3,2,312,0,1082,402,5,9,1,369,4,12,0,4,792,22622,0,6,3,0,70,32986,53,0,743,0,1,0,0,21,0,4,0,5,7,4,30,0,0,187,648,536,686,24811,0,316,1329,1930,69176,0,21,1193,0,154,72,25,9037,0,191,42,2,197,318,3,1,51,209,1099,0,0,0,17,0,0,1624,13,0,110,0,2,42,0,367,125,23,10,47,170,3,7,2,5580,155,2,3,44,0,148,2863,84,0,972,0,345,1,27,416,552,901,2362,0,526,0,0,0,0,0,794,495,0,40,0,0,3,0,1,187,0,767,86,303,7,0,558,204,480,1,554,0,0,39885,102,0,3,7,2286,9877,1,0,0,215,12,827,0,0,1,20,57,114,1872,0,53740,9,97,248,8164,162,50,0,84,0,134,0,0,0,3,3,0,
03-25-2020,0,84,146,302,188,3,3,387,265,0,2364,5588,93,5,0,419,39,18,86,4937,2,6,2,32,176,0,2554,109,242,146,0,0,4,96,75,3251,0,0,3,3,0,1142,81661,470,4,48,201,80,442,0,57,0,132,0,1654,1862,712,11,7,392,0,1173,456,9,9,4,404,4,12,0,5,880,25600,0,6,3,0,75,37323,93,0,821,0,1,0,0,24,0,4,2,5,8,4,36,0,0,226,737,657,790,27017,0,346,1564,2369,74386,0,26,1307,0,172,81,28,9137,0,195,44,3,221,333,3,1,51,274,1333,0,0,0,19,0,0,1796,13,2,129,0,2,48,0,405,149,31,10,52,225,5,7,3,6438,205,2,7,51,0,177,3084,99,0,1063,0,443,1,37,480,636,1051,2995,0,537,0,0,0,0,0,906,658,0,41,0,2,3,0,1,208,0,900,99,384,7,0,631,216,528,1,709,0,0,49515,102,0,3,8,2526,10897,5,0,0,235,12,934,0,0,1,23,60,173,2433,0,65778,14,145,333,9640,189,60,0,91,0,141,0,0,0,12,3,0,
03-26-2020,0,94,174,367,224,4,7,502,290,0,2810,6909,122,9,0,458,44,18,86,6235,2,6,2,43,191,0,2985,114,264,152,0,0,4,96,75,4042,0,0,3,3,0,1306,81782,491,4,51,231,96,495,0,67,0,146,0,1925,2023,712,11,11,488,0,1403,495,13,12,6,538,6,12,0,5,958,29551,0,7,3,0,79,43938,132,0,892,0,7,0,0,25,0,4,2,5,8,4,52,0,0,261,802,727,893,29406,0,382,1819,2693,80589,0,26,1387,0,212,111,31,9241,71,208,44,6,244,368,3,1,56,299,1453,0,0,0,23,0,0,2031,13,4,134,0,3,81,0,475,177,33,11,69,275,7,8,3,7468,283,2,10,65,0,201,3369,109,0,1201,0,558,1,41,580,707,1221,3544,0,549,0,0,0,0,0,1029,840,0,50,0,2,3,0,1,208,0,1012,105,384,7,0,683,226,562,2,927,0,0,57786,106,0,3,8,2840,11811,5,0,0,252,13,1045,0,0,1,23,65,197,3629,0,83836,14,196,333,11812,217,75,0,107,0,153,84,0,0,16,3,0,
03-27-2020,0,110,186,409,267,4,7,589,329,0,3143,7657,165,10,0,466,48,24,94,7284,2,6,3,61,237,0,3417,115,293,180,8,0,5,99,91,4682,0,0,3,3,0,1610,81897,539,4,51,263,101,586,0,80,0,162,0,2279,2200,712,12,11,581,0,1595,536,13,12,6,575,9,16,0,5,1041,33402,0,7,3,0,83,50871,137,0,966,0,7,0,0,28,0,8,2,5,8,4,68,0,0,300,890,887,1046,32332,0,458,2121,3035,86498,0,26,1468,0,235,150,31,9332,86,225,58,6,280,391,3,1,56,358,1605,0,0,0,26,0,0,2161,16,11,139,0,3,94,0,585,199,42,11,82,345,7,8,4,8647,368,2,10,70,0,219,3755,131,0,1373,0,674,1,52,635,803,1389,4268,0,562,0,0,0,0,0,1292,1036,0,54,0,2,3,0,1,223,0,1104,119,457,7,0,732,269,632,3,1170,0,0,65719,106,0,3,8,3069,12928,5,0,0,267,13,1136,0,0,1,25,66,227,5698,0,101657,23,310,405,14745,238,88,0,107,0,163,91,0,0,22,5,0,
03-28-2020,0,110,197,454,308,5,7,690,407,0,3640,8271,182,10,0,476,48,26,94,9134,2,6,3,74,258,0,3904,120,331,207,8,0,5,99,91,5576,0,0,3,3,0,1909,81999,608,4,65,295,101,657,0,119,0,179,0,2631,2366,712,14,11,719,0,1823,576,19,12,6,645,9,16,0,5,1167,38105,0,7,3,0,90,57695,141,0,1061,0,7,0,0,34,0,8,2,8,8,6,95,0,0,343,963,987,1155,35408,0,506,2415,3619,92472,0,30,1693,0,246,228,38,9478,91,235,58,8,305,412,3,3,56,394,1831,2,0,0,26,0,0,2320,16,18,149,0,5,102,0,717,231,42,12,84,402,8,8,5,9819,451,4,10,89,0,241,4015,152,0,1495,0,786,1,56,671,1075,1638,5170,0,590,0,0,0,0,0,1452,1264,0,60,0,2,3,0,1,224,0,1203,130,659,8,0,802,292,684,3,1187,0,0,73235,113,0,5,8,3447,14076,5,0,0,283,14,1245,0,0,1,25,74,278,7402,0,121465,30,356,468,17312,274,104,0,119,0,174,98,0,0,28,7,0,
03-29-2020,0,120,212,511,334,7,7,745,424,0,3984,8788,209,11,0,499,48,33,94,10836,2,6,4,81,323,0,4256,126,346,222,10,0,6,103,139,6280,0,0,3,3,0,2139,82122,702,19,65,314,165,713,0,139,0,214,0,2817,2564,712,18,11,859,0,1924,609,24,12,12,679,9,21,0,5,1240,40708,0,7,4,0,91,62095,152,0,1156,0,9,0,0,34,0,16,2,8,15,6,110,0,0,408,1020,1024,1285,38309,0,547,2615,4247,97689,0,32,1866,0,259,284,42,9583,94,255,84,8,347,438,3,8,56,460,1950,2,0,0,39,0,0,2470,17,18,151,0,5,107,0,848,263,46,12,85,479,8,11,5,10930,514,4,18,111,0,259,4284,167,0,1597,0,901,1,59,852,1418,1862,5962,0,634,0,0,0,0,0,1815,1534,0,70,0,2,9,0,1,224,0,1299,142,741,8,0,844,314,730,3,1280,0,0,80110,117,0,6,8,3700,14829,9,0,0,298,14,1388,0,0,1,25,78,312,9217,0,140909,33,475,570,19780,304,144,0,119,0,188,109,0,0,29,7,0,
